DFT Energy (eV), CHGNet Energy (eV)
-5.37086409595238,-5.37086409595238
-5.372142077857143,-5.372142077857143
-5.373253338809524,-5.373253338809524
-5.374445979285714,-5.374445979285714
-5.3755141166666665,-5.3755141166666665
-5.376725174047619,-5.376725174047619
-5.377732357857143,-5.377732357857143
-5.378449058095238,-5.378449058095238
-5.379164563809524,-5.379164563809524
-5.379955662857143,-5.379955662857143
-5.380680203333333,-5.380680203333333
-5.381198782619047,-5.381198782619047
-5.381844617142857,-5.381844617142857
-5.382553126428571,-5.382553126428571
-5.383140666904762,-5.383140666904762
-5.383714168571428,-5.383714168571428
-5.3840070240476186,-5.3840070240476186
-5.384259481428571,-5.384259481428571
-5.384609563809524,-5.384609563809524
-5.384603942619047,-5.384603942619047
-5.384742773095239,-5.384742773095239
-5.384804002380952,-5.384804002380952
-5.384716312619047,-5.384716312619047
-5.384636913809524,-5.384636913809524
-5.384713543809523,-5.384713543809523
-5.384857139047619,-5.384857139047619
-5.38493567095238,-5.38493567095238
-5.385167411904762,-5.385167411904762
-5.385215119761905,-5.385215119761905
-5.3854184316666665,-5.3854184316666665
-5.3855802016666665,-5.3855802016666665
-5.3854831885714285,-5.3854831885714285
-5.385603372380952,-5.385603372380952
-5.385559292857143,-5.385559292857143
-5.385642037619048,-5.385642037619048
-5.385935947857143,-5.385935947857143
-5.386350294761905,-5.386350294761905
-5.38661364452381,-5.38661364452381
-5.386673511666666,-5.386673511666666
-5.386868612857143,-5.386868612857143
-5.387073984047619,-5.387073984047619
-5.387157322857143,-5.387157322857143
-5.387353243095238,-5.387353243095238
-5.387522022142857,-5.387522022142857
-5.387653560714286,-5.387653560714286
-5.387887444761905,-5.387887444761905
-5.387829288571429,-5.387829288571429
-5.387876393333333,-5.387876393333333
-5.3877484099999995,-5.3877484099999995
-5.387664776666666,-5.387664776666666
-5.387434229285715,-5.387434229285715
-5.387330560952381,-5.387330560952381
-5.38709065547619,-5.38709065547619
-5.386849335476191,-5.386849335476191
-5.386513383333333,-5.386513383333333
-5.386099479285714,-5.386099479285714
-5.385902254285715,-5.385902254285715
-5.3858512223809525,-5.3858512223809525
-5.385768524285714,-5.385768524285714
-5.385685891904762,-5.385685891904762
-5.386095321190476,-5.386095321190476
-5.386222865000001,-5.386222865000001
-5.386291775714286,-5.386291775714286
-5.386241822380952,-5.386241822380952
-5.386238838809524,-5.386238838809524
-5.3861171923809525,-5.3861171923809525
-5.386158910952381,-5.386158910952381
-5.386167638809524,-5.386167638809524
-5.386211996904762,-5.386211996904762
-5.386177392857142,-5.386177392857142
-5.386265933333333,-5.386265933333333
-5.386320760476191,-5.386320760476191
-5.3863439657142855,-5.3863439657142855
-5.386410094285715,-5.386410094285715
-5.386678012142857,-5.386678012142857
-5.387174725,-5.387174725
-5.387588284047619,-5.387588284047619
-5.387767716904762,-5.387767716904762
-5.388070305952381,-5.388070305952381
-5.388096152619048,-5.388096152619048
-5.387863107380952,-5.387863107380952
-5.387374568095238,-5.387374568095238
-5.386813055238095,-5.386813055238095
-5.386110525714286,-5.386110525714286
-5.385334447619048,-5.385334447619048
-5.384524394285714,-5.384524394285714
-5.383780972857143,-5.383780972857143
-5.383358760714286,-5.383358760714286
-5.382918230238095,-5.382918230238095
-5.3823646683333335,-5.3823646683333335
-5.381747801428571,-5.381747801428571
-5.381283180238095,-5.381283180238095
-5.380954864761905,-5.380954864761905
-5.380537900238095,-5.380537900238095
-5.380342226428572,-5.380342226428572
-5.380211717619048,-5.380211717619048
-5.380290339761904,-5.380290339761904
-5.38024428952381,-5.38024428952381
-5.380008840952381,-5.380008840952381
-5.3798527683333335,-5.3798527683333335
-5.379544065238095,-5.379544065238095
-5.379319374761905,-5.379319374761905
-5.379413481190476,-5.379413481190476
-5.379176117142857,-5.379176117142857
-5.378960611190476,-5.378960611190476
-5.378527213333333,-5.378527213333333
-5.378138984285714,-5.378138984285714
-5.377742933809524,-5.377742933809524
-5.3774687,-5.3774687
-5.376789211428571,-5.376789211428571
-5.3763819716666665,-5.3763819716666665
-5.375872199047619,-5.375872199047619
-5.375484778809524,-5.375484778809524
-5.375286712857142,-5.375286712857142
-5.374897794523809,-5.374897794523809
-5.374207367619047,-5.374207367619047
-5.3735297102380954,-5.3735297102380954
-5.373117743809524,-5.373117743809524
-5.372681311666667,-5.372681311666667
-5.372007276904762,-5.372007276904762
-5.3714823238095235,-5.3714823238095235
-5.370901078095238,-5.370901078095238
-5.37058526952381,-5.37058526952381
-5.37071273,-5.37071273
-5.371163582619047,-5.371163582619047
-5.371875613333334,-5.371875613333334
-5.372419451190477,-5.372419451190477
-5.372786708571429,-5.372786708571429
-5.372936553809524,-5.372936553809524
-5.37302873547619,-5.37302873547619
-5.373215195238095,-5.373215195238095
-5.373285947857143,-5.373285947857143
-5.373468189761905,-5.373468189761905
-5.373352983095238,-5.373352983095238
-5.373046689761905,-5.373046689761905
-5.372915040476191,-5.372915040476191
-5.372820976190476,-5.372820976190476
-5.373032925238095,-5.373032925238095
-5.373196519523809,-5.373196519523809
-5.373447414999999,-5.373447414999999
-5.373989935952381,-5.373989935952381
-5.374510927619047,-5.374510927619047
-5.374926762142857,-5.374926762142857
-5.375411210238095,-5.375411210238095
-5.376042544761905,-5.376042544761905
-5.376262083095238,-5.376262083095238
-5.376298951190476,-5.376298951190476
-5.376073292380953,-5.376073292380953
-5.375694913333334,-5.375694913333334
-5.375379724047619,-5.375379724047619
-5.375085318095238,-5.375085318095238
-5.375005454285715,-5.375005454285715
-5.374765928095238,-5.374765928095238
-5.374609631428571,-5.374609631428571
-5.37430604452381,-5.37430604452381
-5.374152913333333,-5.374152913333333
-5.373996891428571,-5.373996891428571
-5.373766361904762,-5.373766361904762
-5.373638443095238,-5.373638443095238
-5.373508865952381,-5.373508865952381
-5.373208843809524,-5.373208843809524
-5.3730338869047625,-5.3730338869047625
-5.372629684047619,-5.372629684047619
-5.372462355952381,-5.372462355952381
-5.3720637926190475,-5.3720637926190475
-5.371837744761905,-5.371837744761905
-5.371414175238095,-5.371414175238095
-5.371352543095238,-5.371352543095238
-5.371426150714286,-5.371426150714286
-5.371739836190476,-5.371739836190476
-5.3722923711904755,-5.3722923711904755
-5.37298974047619,-5.37298974047619
-5.373424936666667,-5.373424936666667
-5.373813318571429,-5.373813318571429
-5.3745322119047625,-5.3745322119047625
-5.375412149285714,-5.375412149285714
-5.376003974285714,-5.376003974285714
-5.376598498333333,-5.376598498333333
-5.377136294285714,-5.377136294285714
-5.377701632857143,-5.377701632857143
-5.378105781428571,-5.378105781428571
-5.378590288333333,-5.378590288333333
-5.3791600823809524,-5.3791600823809524
-5.379727389285715,-5.379727389285715
-5.38009764452381,-5.38009764452381
-5.380368977857143,-5.380368977857143
-5.380520253333334,-5.380520253333334
-5.380662304047619,-5.380662304047619
-5.380651764047619,-5.380651764047619
-5.380922799523809,-5.380922799523809
-5.381001270714286,-5.381001270714286
-5.381266866190477,-5.381266866190477
-5.381374222619048,-5.381374222619048
-5.381268199761904,-5.381268199761904
-5.380951485,-5.380951485
-5.380760771428571,-5.380760771428571
-5.380343721904762,-5.380343721904762
-5.380113251428572,-5.380113251428572
-5.379991110714285,-5.379991110714285
-5.379961449761905,-5.379961449761905
-5.379885530476191,-5.379885530476191
-5.379769511428571,-5.379769511428571
-5.379515347380952,-5.379515347380952
-5.3792629,-5.3792629
-5.379182033333334,-5.379182033333334
-5.3792685407142855,-5.3792685407142855
-5.37971794452381,-5.37971794452381
-5.380077087142857,-5.380077087142857
-5.3803026619047625,-5.3803026619047625
-5.380312644523809,-5.380312644523809
-5.380303257857143,-5.380303257857143
-5.380439852142858,-5.380439852142858
-5.380766691904762,-5.380766691904762
-5.381022865714286,-5.381022865714286
-5.381499530238095,-5.381499530238095
-5.382152811428571,-5.382152811428571
-5.382656805238095,-5.382656805238095
-5.383054163095238,-5.383054163095238
-5.383090735000001,-5.383090735000001
-5.383179411666667,-5.383179411666667
-5.383213421904762,-5.383213421904762
-5.383515991428571,-5.383515991428571
-5.384052043571428,-5.384052043571428
-5.384656925,-5.384656925
-5.384916404285714,-5.384916404285714
-5.385060003095238,-5.385060003095238
-5.384951203333333,-5.384951203333333
-5.384561073333334,-5.384561073333334
-5.384420176428572,-5.384420176428572
-5.384087136428572,-5.384087136428572
-5.38379128047619,-5.38379128047619
-5.383413604999999,-5.383413604999999
-5.383033725238095,-5.383033725238095
-5.382374121190476,-5.382374121190476
-5.381813705,-5.381813705
-5.381260325952381,-5.381260325952381
-5.380613154761905,-5.380613154761905
-5.379902656666666,-5.379902656666666
-5.379110579285714,-5.379110579285714
-5.378421330952381,-5.378421330952381
-5.377989567380952,-5.377989567380952
-5.377381539523809,-5.377381539523809
-5.376950687857143,-5.376950687857143
-5.376472543095238,-5.376472543095238
-5.376024900476191,-5.376024900476191
-5.375945733809524,-5.375945733809524
-5.375852098809524,-5.375852098809524
-5.375849060476191,-5.375849060476191
-5.375967278333333,-5.375967278333333
-5.376016249047619,-5.376016249047619
-5.37631791452381,-5.37631791452381
-5.376797081190476,-5.376797081190476
-5.377167952142857,-5.377167952142857
-5.377062365714285,-5.377062365714285
-5.377035205952381,-5.377035205952381
-5.377003317619048,-5.377003317619048
-5.377067026666667,-5.377067026666667
-5.377286330714286,-5.377286330714286
-5.377320191428571,-5.377320191428571
-5.377469176666667,-5.377469176666667
-5.377919741428571,-5.377919741428571
-5.378150186904762,-5.378150186904762
-5.378427364047619,-5.378427364047619
-5.378502224523809,-5.378502224523809
-5.378513455238095,-5.378513455238095
-5.378688252142857,-5.378688252142857
-5.378725393571428,-5.378725393571428
-5.378490453333334,-5.378490453333334
-5.378308824523809,-5.378308824523809
-5.378056857857143,-5.378056857857143
-5.377794874285714,-5.377794874285714
-5.377583025,-5.377583025
-5.377412152380952,-5.377412152380952
-5.377257107619048,-5.377257107619048
-5.37674178,-5.37674178
-5.376240442857143,-5.376240442857143
-5.375665225,-5.375665225
-5.375182207142857,-5.375182207142857
-5.374791066428571,-5.374791066428571
-5.374255077142857,-5.374255077142857
-5.373772841190476,-5.373772841190476
-5.373718589047619,-5.373718589047619
-5.373207236190477,-5.373207236190477
-5.372918211428571,-5.372918211428571
-5.372563882142858,-5.372563882142858
-5.372431672380952,-5.372431672380952
-5.3725682273809525,-5.3725682273809525
-5.372773819523809,-5.372773819523809
-5.373052904285714,-5.373052904285714
-5.373314693809523,-5.373314693809523
-5.373774802142857,-5.373774802142857
-5.374059390714286,-5.374059390714286
-5.374297496666666,-5.374297496666666
-5.374369427380953,-5.374369427380953
-5.374499602857143,-5.374499602857143
-5.374598165476191,-5.374598165476191
-5.374681169047619,-5.374681169047619
-5.375039967619047,-5.375039967619047
-5.375694676904762,-5.375694676904762
-5.376001713809524,-5.376001713809524
-5.376459971428572,-5.376459971428572
-5.376782619285715,-5.376782619285715
-5.377259288095238,-5.377259288095238
-5.377677021904762,-5.377677021904762
-5.377980377857143,-5.377980377857143
-5.378193300952381,-5.378193300952381
-5.378313164761904,-5.378313164761904
-5.378423422380952,-5.378423422380952
-5.378513692857143,-5.378513692857143
-5.378768810952382,-5.378768810952382
-5.378911541190476,-5.378911541190476
-5.379013581904762,-5.379013581904762
-5.379032585476191,-5.379032585476191
-5.379115182380953,-5.379115182380953
-5.378997002380952,-5.378997002380952
-5.378809876428572,-5.378809876428572
-5.378789523095238,-5.378789523095238
-5.378677030238095,-5.378677030238095
-5.378667016666666,-5.378667016666666
-5.378650533095238,-5.378650533095238
-5.378650801190476,-5.378650801190476
-5.3784957435714285,-5.3784957435714285
-5.378207460238095,-5.378207460238095
-5.377804573571429,-5.377804573571429
-5.377543609523809,-5.377543609523809
-5.377316956904762,-5.377316956904762
-5.37742726904762,-5.37742726904762
-5.377410399761905,-5.377410399761905
-5.376997042380952,-5.376997042380952
-5.376600632857143,-5.376600632857143
-5.376873728095238,-5.376873728095238
-5.3772267750000005,-5.3772267750000005
-5.377612029285714,-5.377612029285714
-5.378009376190476,-5.378009376190476
-5.378496231904762,-5.378496231904762
-5.378936208809524,-5.378936208809524
-5.379507946428571,-5.379507946428571
-5.380144441190477,-5.380144441190477
-5.380679788809523,-5.380679788809523
-5.38117976,-5.38117976
-5.3817133521428575,-5.3817133521428575
-5.382562993333333,-5.382562993333333
-5.383506911904762,-5.383506911904762
-5.384342848571428,-5.384342848571428
-5.384704008809524,-5.384704008809524
-5.384966649761905,-5.384966649761905
-5.385345908333333,-5.385345908333333
-5.385798107380952,-5.385798107380952
-5.386103216904762,-5.386103216904762
-5.386309755238095,-5.386309755238095
-5.38638629095238,-5.38638629095238
-5.386556892857143,-5.386556892857143
-5.386534631666667,-5.386534631666667
-5.386491028095238,-5.386491028095238
-5.386540355238095,-5.386540355238095
-5.3864930059523815,-5.3864930059523815
-5.386123754761905,-5.386123754761905
-5.385791741428571,-5.385791741428571
-5.385524720476191,-5.385524720476191
-5.384854596666666,-5.384854596666666
-5.384112132619047,-5.384112132619047
-5.3832225000000005,-5.3832225000000005
-5.38247129452381,-5.38247129452381
-5.3818285490476185,-5.3818285490476185
-5.381288269285714,-5.381288269285714
-5.380825773095237,-5.380825773095237
-5.380447953809524,-5.380447953809524
-5.380030255952382,-5.380030255952382
-5.379377363095238,-5.379377363095238
-5.378862543095238,-5.378862543095238
-5.378216710476191,-5.378216710476191
-5.377904715238095,-5.377904715238095
-5.377523558333333,-5.377523558333333
-5.377125379523809,-5.377125379523809
-5.376760228095238,-5.376760228095238
-5.376323788095238,-5.376323788095238
-5.376275338571428,-5.376275338571428
-5.376180799761904,-5.376180799761904
-5.376106874523809,-5.376106874523809
-5.376200877857142,-5.376200877857142
-5.37648461,-5.37648461
-5.376719496190477,-5.376719496190477
-5.377404477619048,-5.377404477619048
-5.377874764047619,-5.377874764047619
-5.378297112142857,-5.378297112142857
-5.3785977009523815,-5.3785977009523815
-5.378803203333333,-5.378803203333333
-5.378911843095238,-5.378911843095238
-5.37904896952381,-5.37904896952381
-5.379198421428571,-5.379198421428571
-5.379379012619047,-5.379379012619047
-5.379286346190476,-5.379286346190476
-5.379183756190476,-5.379183756190476
-5.379062873809524,-5.379062873809524
-5.378861487380952,-5.378861487380952
-5.378755144761905,-5.378755144761905
-5.378530931428571,-5.378530931428571
-5.378349857380952,-5.378349857380952
-5.37835415547619,-5.37835415547619
-5.378156880952381,-5.378156880952381
-5.37809448952381,-5.37809448952381
-5.378057736666666,-5.378057736666666
-5.377928336190476,-5.377928336190476
-5.377899442857143,-5.377899442857143
-5.377803432142857,-5.377803432142857
-5.377811003333333,-5.377811003333333
-5.377840962857142,-5.377840962857142
-5.377964603571429,-5.377964603571429
-5.378156627619047,-5.378156627619047
-5.378284011428572,-5.378284011428572
-5.3786030461904755,-5.3786030461904755
-5.378996782619048,-5.378996782619048
-5.379439557142858,-5.379439557142858
-5.379678694761905,-5.379678694761905
-5.379769537142857,-5.379769537142857
-5.37966705547619,-5.37966705547619
-5.379569293095238,-5.379569293095238
-5.379553082857143,-5.379553082857143
-5.379575005238095,-5.379575005238095
-5.379631709523809,-5.379631709523809
-5.379710387857143,-5.379710387857143
-5.3797069664285715,-5.3797069664285715
-5.37960475,-5.37960475
-5.379647627619048,-5.379647627619048
-5.379590090952381,-5.379590090952381
-5.3795457990476185,-5.3795457990476185
-5.379188072380952,-5.379188072380952
-5.378728970952381,-5.378728970952381
-5.378168678809524,-5.378168678809524
-5.3776252640476185,-5.3776252640476185
-5.37699666952381,-5.37699666952381
-5.376405911666667,-5.376405911666667
-5.375813084761905,-5.375813084761905
-5.375113463809524,-5.375113463809524
-5.3743958040476185,-5.3743958040476185
-5.373763783809524,-5.373763783809524
-5.373505705952381,-5.373505705952381
-5.373040570714285,-5.373040570714285
-5.372563062857143,-5.372563062857143
-5.372395927142857,-5.372395927142857
-5.372267955714285,-5.372267955714285
-5.372135616428571,-5.372135616428571
-5.371832049523809,-5.371832049523809
-5.3713815857142855,-5.3713815857142855
-5.371014843809523,-5.371014843809523
-5.370775150952381,-5.370775150952381
-5.370544102142857,-5.370544102142857
-5.370684113333333,-5.370684113333333
-5.370980067619048,-5.370980067619048
-5.371262250238095,-5.371262250238095
-5.371587396904762,-5.371587396904762
-5.371775904047619,-5.371775904047619
-5.372029966666666,-5.372029966666666
-5.372499339523809,-5.372499339523809
-5.372718854761905,-5.372718854761905
-5.373104238571428,-5.373104238571428
-5.373590645476191,-5.373590645476191
-5.374092154047619,-5.374092154047619
-5.374268547142857,-5.374268547142857
-5.374306726904762,-5.374306726904762
-5.374551953809524,-5.374551953809524
-5.3747999138095235,-5.3747999138095235
-5.37508129,-5.37508129
-5.375473803095238,-5.375473803095238
-5.375758217380953,-5.375758217380953
-5.375930227857143,-5.375930227857143
-5.37591637047619,-5.37591637047619
-5.3761178209523806,-5.3761178209523806
-5.376398730476191,-5.376398730476191
-5.376602441666667,-5.376602441666667
-5.376977820238095,-5.376977820238095
-5.377242420238095,-5.377242420238095
-5.377526465,-5.377526465
-5.377890511904762,-5.377890511904762
-5.378105101666667,-5.378105101666667
-5.378241738809524,-5.378241738809524
-5.378146861190476,-5.378146861190476
-5.378029749285714,-5.378029749285714
-5.377990153095238,-5.377990153095238
-5.377852925476191,-5.377852925476191
-5.377668901904762,-5.377668901904762
-5.377550338571429,-5.377550338571429
-5.37748263952381,-5.37748263952381
-5.3775326438095234,-5.3775326438095234
-5.377339235238095,-5.377339235238095
-5.377079379761905,-5.377079379761905
-5.376971605952381,-5.376971605952381
-5.377136614047619,-5.377136614047619
-5.377224507857143,-5.377224507857143
-5.3773598,-5.3773598
-5.377596863333333,-5.377596863333333
-5.377990070714286,-5.377990070714286
-5.37792999547619,-5.37792999547619
-5.378056141190476,-5.378056141190476
-5.378262778095238,-5.378262778095238
-5.378314353809524,-5.378314353809524
-5.3787838797619045,-5.3787838797619045
-5.379053798809524,-5.379053798809524
-5.3791634492857145,-5.3791634492857145
-5.3793299716666665,-5.3793299716666665
-5.379177230952381,-5.379177230952381
-5.3789545,-5.3789545
-5.378662671666667,-5.378662671666667
-5.378353658571429,-5.378353658571429
-5.37818821452381,-5.37818821452381
-5.378021414285715,-5.378021414285715
-5.3779750971428575,-5.3779750971428575
-5.37791348547619,-5.37791348547619
-5.377701913571428,-5.377701913571428
-5.37739370095238,-5.37739370095238
-5.377435633809524,-5.377435633809524
-5.37727924904762,-5.37727924904762
-5.377127004285715,-5.377127004285715
-5.377041614285714,-5.377041614285714
-5.37678939095238,-5.37678939095238
-5.376811032619048,-5.376811032619048
-5.377212689761905,-5.377212689761905
-5.37759579952381,-5.37759579952381
-5.378082231190477,-5.378082231190477
-5.378408760238095,-5.378408760238095
-5.378732164761905,-5.378732164761905
-5.379138959761905,-5.379138959761905
-5.379406255476191,-5.379406255476191
-5.379874827142857,-5.379874827142857
-5.380281031428571,-5.380281031428571
-5.380786362857143,-5.380786362857143
-5.381251280714285,-5.381251280714285
-5.381722625238095,-5.381722625238095
-5.382162175238095,-5.382162175238095
-5.38227957404762,-5.38227957404762
-5.382212373095238,-5.382212373095238
-5.382125557619047,-5.382125557619047
-5.3818636954761905,-5.3818636954761905
-5.38154604452381,-5.38154604452381
-5.381383714285714,-5.381383714285714
-5.381375365714286,-5.381375365714286
-5.38126657547619,-5.38126657547619
-5.381279435000001,-5.381279435000001
-5.381325974047619,-5.381325974047619
-5.381391748571429,-5.381391748571429
-5.381437182380952,-5.381437182380952
-5.381581597142857,-5.381581597142857
-5.381822298571429,-5.381822298571429
-5.382010897142857,-5.382010897142857
-5.381942655952381,-5.381942655952381
-5.3820559135714285,-5.3820559135714285
-5.382422091428571,-5.382422091428571
-5.382748587619048,-5.382748587619048
-5.382756280714285,-5.382756280714285
-5.382790931428572,-5.382790931428572
-5.382866286666667,-5.382866286666667
-5.383174000714286,-5.383174000714286
-5.383470995238095,-5.383470995238095
-5.383855301666666,-5.383855301666666
-5.38423130547619,-5.38423130547619
-5.384578469761904,-5.384578469761904
-5.384817590238096,-5.384817590238096
-5.384943052857143,-5.384943052857143
-5.384924239761905,-5.384924239761905
-5.384939671190476,-5.384939671190476
-5.38489010047619,-5.38489010047619
-5.384794602857143,-5.384794602857143
-5.38462560952381,-5.38462560952381
-5.384637862857143,-5.384637862857143
-5.3846206316666665,-5.3846206316666665
-5.384472671904762,-5.384472671904762
-5.384261543571428,-5.384261543571428
-5.383940309285714,-5.383940309285714
-5.383772959523809,-5.383772959523809
-5.383565082857142,-5.383565082857142
-5.383308095952381,-5.383308095952381
-5.383135674761904,-5.383135674761904
-5.3830859576190475,-5.3830859576190475
-5.38277188547619,-5.38277188547619
-5.382529285952381,-5.382529285952381
-5.3822869523809524,-5.3822869523809524
-5.381985396904762,-5.381985396904762
-5.38186764452381,-5.38186764452381
-5.381519273571429,-5.381519273571429
-5.381060892619048,-5.381060892619048
-5.380673708095238,-5.380673708095238
-5.380032058333334,-5.380032058333334
-5.379464266428572,-5.379464266428572
-5.3789618033333335,-5.3789618033333335
-5.378401571428571,-5.378401571428571
-5.378251618809524,-5.378251618809524
-5.378130222857143,-5.378130222857143
-5.378028893095238,-5.378028893095238
-5.377931377619047,-5.377931377619047
-5.37743014952381,-5.37743014952381
-5.377184667142857,-5.377184667142857
-5.376881770714285,-5.376881770714285
-5.376744225714286,-5.376744225714286
-5.376734123095238,-5.376734123095238
-5.376579156428572,-5.376579156428572
-5.376267228809524,-5.376267228809524
-5.375928648571429,-5.375928648571429
-5.375056950952381,-5.375056950952381
-5.3741238878571425,-5.3741238878571425
-5.372964311666666,-5.372964311666666
-5.371973718333333,-5.371973718333333
-5.371017916904762,-5.371017916904762
-5.370154471428571,-5.370154471428571
-5.369659491428571,-5.369659491428571
-5.3694686407142855,-5.3694686407142855
-5.369588240714286,-5.369588240714286
-5.36997735,-5.36997735
-5.369980482857143,-5.369980482857143
-5.369921261666667,-5.369921261666667
-5.3697345,-5.3697345
-5.369418181904762,-5.369418181904762
-5.368934944047619,-5.368934944047619
-5.3686225869047615,-5.3686225869047615
-5.368304518095238,-5.368304518095238
-5.368198344285714,-5.368198344285714
-5.368372943095238,-5.368372943095238
-5.368581776666667,-5.368581776666667
-5.368631271666667,-5.368631271666667
-5.368850952619048,-5.368850952619048
-5.369012923809524,-5.369012923809524
-5.369237626428571,-5.369237626428571
-5.36928565,-5.36928565
-5.36927735547619,-5.36927735547619
-5.3691762828571425,-5.3691762828571425
-5.369239276428571,-5.369239276428571
-5.369274681428571,-5.369274681428571
-5.369221211666667,-5.369221211666667
-5.369153142142857,-5.369153142142857
-5.368998993571428,-5.368998993571428
-5.36890958,-5.36890958
-5.368748301190476,-5.368748301190476
-5.369086770238095,-5.369086770238095
-5.369338241428571,-5.369338241428571
-5.3699215478571425,-5.3699215478571425
-5.370399317619048,-5.370399317619048
-5.3710565711904765,-5.3710565711904765
-5.371898571666667,-5.371898571666667
-5.372483181904762,-5.372483181904762
-5.373351320476191,-5.373351320476191
-5.374249943095238,-5.374249943095238
-5.375296979761905,-5.375296979761905
-5.376225339285715,-5.376225339285715
-5.377104068095238,-5.377104068095238
-5.3777031795238095,-5.3777031795238095
-5.378276585476191,-5.378276585476191
-5.378401305714286,-5.378401305714286
-5.378414973095238,-5.378414973095238
-5.378452813333333,-5.378452813333333
-5.378567692619048,-5.378567692619048
-5.37836519452381,-5.37836519452381
-5.37778009452381,-5.37778009452381
-5.377389980714286,-5.377389980714286
-5.376646961666667,-5.376646961666667
-5.375933720952381,-5.375933720952381
-5.375554821904761,-5.375554821904761
-5.375473959047619,-5.375473959047619
-5.3757172635714285,-5.3757172635714285
-5.375878788809524,-5.375878788809524
-5.375932342857142,-5.375932342857142
-5.3759849073809525,-5.3759849073809525
-5.376051109761905,-5.376051109761905
-5.376130199285714,-5.376130199285714
-5.376262789047619,-5.376262789047619
-5.3764357969047625,-5.3764357969047625
-5.376593128571429,-5.376593128571429
-5.376635553333333,-5.376635553333333
-5.376438973809524,-5.376438973809524
-5.376339535714286,-5.376339535714286
-5.376190797380953,-5.376190797380953
-5.375959232380953,-5.375959232380953
-5.375450736190476,-5.375450736190476
-5.374881012142858,-5.374881012142858
-5.374322467380953,-5.374322467380953
-5.373967783571429,-5.373967783571429
-5.373742437142857,-5.373742437142857
-5.373402566190476,-5.373402566190476
-5.3733098961904755,-5.3733098961904755
-5.373178799761905,-5.373178799761905
-5.373137168095238,-5.373137168095238
-5.373309141428571,-5.373309141428571
-5.373353140714285,-5.373353140714285
-5.373264027857142,-5.373264027857142
-5.373275184761905,-5.373275184761905
-5.37315327595238,-5.37315327595238
-5.37314872404762,-5.37314872404762
-5.372839728571428,-5.372839728571428
-5.372687332619047,-5.372687332619047
-5.372826722857143,-5.372826722857143
-5.373064727619048,-5.373064727619048
-5.373407996904762,-5.373407996904762
-5.373753796428572,-5.373753796428572
-5.3742786449999995,-5.3742786449999995
-5.374716775714286,-5.374716775714286
-5.375055988333334,-5.375055988333334
-5.375263295714286,-5.375263295714286
-5.375254711904762,-5.375254711904762
-5.375159260238095,-5.375159260238095
-5.375021232857143,-5.375021232857143
-5.374644606666667,-5.374644606666667
-5.374349078571429,-5.374349078571429
-5.374048262380953,-5.374048262380953
-5.373660128095238,-5.373660128095238
-5.373139750476191,-5.373139750476191
-5.372678705238095,-5.372678705238095
-5.372312924761904,-5.372312924761904
-5.371874477857143,-5.371874477857143
-5.371527260714286,-5.371527260714286
-5.371209732380952,-5.371209732380952
-5.37102316095238,-5.37102316095238
-5.370893507380952,-5.370893507380952
-5.371004756904762,-5.371004756904762
-5.371141817142857,-5.371141817142857
-5.371715218095238,-5.371715218095238
-5.3725626830952375,-5.3725626830952375
-5.373642274285714,-5.373642274285714
-5.3748175966666665,-5.3748175966666665
-5.375843172380952,-5.375843172380952
-5.376518741190476,-5.376518741190476
-5.377147179285714,-5.377147179285714
-5.377812577619047,-5.377812577619047
-5.378515746666666,-5.378515746666666
-5.379234801666667,-5.379234801666667
-5.380180056666667,-5.380180056666667
-5.381191200476191,-5.381191200476191
-5.381851906666666,-5.381851906666666
-5.382507292619048,-5.382507292619048
-5.38306941904762,-5.38306941904762
-5.383490186666667,-5.383490186666667
-5.3841102123809526,-5.3841102123809526
-5.384720954761905,-5.384720954761905
-5.385254561666667,-5.385254561666667
-5.385714797142858,-5.385714797142858
-5.386248365,-5.386248365
-5.386581739047619,-5.386581739047619
-5.3870398985714285,-5.3870398985714285
-5.387398977380952,-5.387398977380952
-5.387789079047619,-5.387789079047619
-5.387803245952381,-5.387803245952381
-5.387560653333334,-5.387560653333334
-5.387268934761904,-5.387268934761904
-5.386940385952381,-5.386940385952381
-5.386561161428571,-5.386561161428571
-5.38638150047619,-5.38638150047619
-5.386744058095238,-5.386744058095238
-5.386992378333334,-5.386992378333334
-5.387057426904763,-5.387057426904763
-5.386943323809524,-5.386943323809524
-5.3868042759523815,-5.3868042759523815
-5.386849453809524,-5.386849453809524
-5.386850213095238,-5.386850213095238
-5.386662599285715,-5.386662599285715
-5.386458526904762,-5.386458526904762
-5.386252605714286,-5.386252605714286
-5.386146191428572,-5.386146191428572
-5.385797103809524,-5.385797103809524
-5.385375195238096,-5.385375195238096
-5.385043383809524,-5.385043383809524
-5.384813784761905,-5.384813784761905
-5.384489945238095,-5.384489945238095
-5.384072452619048,-5.384072452619048
-5.383611386904763,-5.383611386904763
-5.383272058571428,-5.383272058571428
-5.383289329285715,-5.383289329285715
-5.383263724523809,-5.383263724523809
-5.38315157952381,-5.38315157952381
-5.383031534285714,-5.383031534285714
-5.3829984714285715,-5.3829984714285715
-5.3830187064285715,-5.3830187064285715
-5.383156933095238,-5.383156933095238
-5.383019128809524,-5.383019128809524
-5.382992619285714,-5.382992619285714
-5.382870656190476,-5.382870656190476
-5.382881564285714,-5.382881564285714
